"תחנה","תאריך ושעה (שעון קיץ)","לחות יחסית (%)","כיוון הרוח (מעלות)","מהירות רוח (מטר לשניה)"
"ירושלים, מרכז","02/03/2022 15:10","35","90","2.3"
"ירושלים, מרכז","02/03/2022 15:20","36","87","1.9"
"ירושלים, מרכז","02/03/2022 15:30","40","85","2"
"ירושלים, מרכז","02/03/2022 15:40","42","77","2.3"
"ירושלים, מרכז","02/03/2022 15:50","43","65","2.2"
"ירושלים, מרכז","02/03/2022 16:00","41","84","1.3"
"ירושלים, מרכז","02/03/2022 16:10","41","102","0.9"
"ירושלים, מרכז","02/03/2022 16:20","44","88","1.5"
"ירושלים, מרכז","02/03/2022 16:30","48","92","1.8"
"ירושלים, מרכז","02/03/2022 16:40","49","97","1.7"
"ירושלים, מרכז","02/03/2022 16:50","50","111","1.1"
"ירושלים, מרכז","02/03/2022 17:00","48","137","1.3"
"ירושלים, מרכז","02/03/2022 17:10","49","161","1.8"
"ירושלים, מרכז","02/03/2022 17:20","49","145","1.4"
"ירושלים, מרכז","02/03/2022 17:30","49","137","1.4"
"ירושלים, מרכז","02/03/2022 17:40","49","139","1.7"
"ירושלים, מרכז","02/03/2022 17:50","51","139","2.2"
"ירושלים, מרכז","02/03/2022 18:00","52","145","1.8"
"ירושלים, מרכז","02/03/2022 18:10","53","154","1.7"
"ירושלים, מרכז","02/03/2022 18:20","54","165","1.8"
"ירושלים, מרכז","02/03/2022 18:30","53","166","1.5"
"ירושלים, מרכז","02/03/2022 18:40","54","166","1.7"
"ירושלים, מרכז","02/03/2022 18:50","53","160","1.3"
"ירושלים, מרכז","02/03/2022 19:00","54","165","1"
"ירושלים, מרכז","02/03/2022 19:10","52","179","2.1"
"ירושלים, מרכז","02/03/2022 19:20","50","178","2.6"
"ירושלים, מרכז","02/03/2022 19:30","51","180","2.2"
"ירושלים, מרכז","02/03/2022 19:40","51","185","2.2"
"ירושלים, מרכז","02/03/2022 19:50","50","190","1.8"
"ירושלים, מרכז","02/03/2022 20:00","49","201","1"
"ירושלים, מרכז","02/03/2022 20:10","50","198","1"
"ירושלים, מרכז","02/03/2022 20:20","50","190","1.3"
"ירושלים, מרכז","02/03/2022 20:30","49","186","1.1"
"ירושלים, מרכז","02/03/2022 20:40","49","191","1.1"
"ירושלים, מרכז","02/03/2022 20:50","45","224","1.1"
"ירושלים, מרכז","02/03/2022 21:00","41","223","1.6"
"ירושלים, מרכז","02/03/2022 21:10","37","231","1.4"
"ירושלים, מרכז","02/03/2022 21:20","35","234","1.7"
"ירושלים, מרכז","02/03/2022 21:30","33","238","2.1"
"ירושלים, מרכז","02/03/2022 21:40","32","230","1.2"
"ירושלים, מרכז","02/03/2022 21:50","32","222","1"
"ירושלים, מרכז","02/03/2022 22:00","33","197","1"
"ירושלים, מרכז","02/03/2022 22:10","33","158","1.1"
"ירושלים, מרכז","02/03/2022 22:20","35","168","0.8"
"ירושלים, מרכז","02/03/2022 22:30","35","155","0.9"
"ירושלים, מרכז","02/03/2022 22:40","34","183","1"
"ירושלים, מרכז","02/03/2022 22:50","32","204","0.8"
"ירושלים, מרכז","02/03/2022 23:00","30","240","1"
"ירושלים, מרכז","02/03/2022 23:10","30","213","0.8"
"ירושלים, מרכז","02/03/2022 23:20","30","207","0.9"
"ירושלים, מרכז","02/03/2022 23:30","30","241","1"
"ירושלים, מרכז","02/03/2022 23:40","30","257","0.4"
"ירושלים, מרכז","02/03/2022 23:50","30","231","0.3"
"ירושלים, מרכז","03/03/2022 00:00","31","247","0.7"
"ירושלים, מרכז","03/03/2022 00:10","32","181","0.3"
"ירושלים, מרכז","03/03/2022 00:20","32","230","0.2"
"ירושלים, מרכז","03/03/2022 00:30","31","248","0"
"ירושלים, מרכז","03/03/2022 00:40","32","186","0.1"
"ירושלים, מרכז","03/03/2022 00:50","32","0","0"
"ירושלים, מרכז","03/03/2022 01:00","33","250","0.4"
"ירושלים, מרכז","03/03/2022 01:10","32","275","1.1"
"ירושלים, מרכז","03/03/2022 01:20","32","255","1.6"
"ירושלים, מרכז","03/03/2022 01:30","32","244","2.4"
"ירושלים, מרכז","03/03/2022 01:40","32","243","3.1"
"ירושלים, מרכז","03/03/2022 01:50","32","242","3"
"ירושלים, מרכז","03/03/2022 02:00","32","239","2.9"
"ירושלים, מרכז","03/03/2022 02:10","32","243","3.5"
"ירושלים, מרכז","03/03/2022 02:20","31","246","3.6"
"ירושלים, מרכז","03/03/2022 02:30","31","249","3.9"
"ירושלים, מרכז","03/03/2022 02:40","32","249","3.2"
"ירושלים, מרכז","03/03/2022 02:50","32","252","3"
"ירושלים, מרכז","03/03/2022 03:00","32","251","2.9"
"ירושלים, מרכז","03/03/2022 03:10","32","249","3.6"
"ירושלים, מרכז","03/03/2022 03:20","31","247","3.8"
"ירושלים, מרכז","03/03/2022 03:30","30","249","4.1"
"ירושלים, מרכז","03/03/2022 03:40","30","251","4.7"
"ירושלים, מרכז","03/03/2022 03:50","31","259","4.5"
"ירושלים, מרכז","03/03/2022 04:00","35","268","6"
"ירושלים, מרכז","03/03/2022 04:10","49","277","6.6"
"ירושלים, מרכז","03/03/2022 04:20","65","285","5.5"
"ירושלים, מרכז","03/03/2022 04:30","76","281","5.2"
"ירושלים, מרכז","03/03/2022 04:40","82","278","5.9"
"ירושלים, מרכז","03/03/2022 04:50","85","277","6.6"
"ירושלים, מרכז","03/03/2022 05:00","88","277","7.4"
"ירושלים, מרכז","03/03/2022 05:10","88","278","6.7"
"ירושלים, מרכז","03/03/2022 05:20","89","283","7.3"
"ירושלים, מרכז","03/03/2022 05:30","90","278","7.6"
"ירושלים, מרכז","03/03/2022 05:40","89","280","8.3"
"ירושלים, מרכז","03/03/2022 05:50","88","278","8.2"
"ירושלים, מרכז","03/03/2022 06:00","89","278","9.1"
"ירושלים, מרכז","03/03/2022 06:10","91","277","8.5"
"ירושלים, מרכז","03/03/2022 06:20","91","276","9.1"
"ירושלים, מרכז","03/03/2022 06:30","93","280","7.7"
"ירושלים, מרכז","03/03/2022 06:40","92","281","8.7"
"ירושלים, מרכז","03/03/2022 06:50","92","279","8.8"
"ירושלים, מרכז","03/03/2022 07:00","91","279","7.9"
"ירושלים, מרכז","03/03/2022 07:10","92","274","7.4"
"ירושלים, מרכז","03/03/2022 07:20","93","278","8.3"
"ירושלים, מרכז","03/03/2022 07:30","93","282","8.1"
"ירושלים, מרכז","03/03/2022 07:40","91","274","7.9"
"ירושלים, מרכז","03/03/2022 07:50","90","278","7.9"
"ירושלים, מרכז","03/03/2022 08:00","90","270","6.7"
"ירושלים, מרכז","03/03/2022 08:10","90","274","7.3"
"ירושלים, מרכז","03/03/2022 08:20","90","272","6.8"
"ירושלים, מרכז","03/03/2022 08:30","89","269","6.8"
"ירושלים, מרכז","03/03/2022 08:40","88","273","8.5"
"ירושלים, מרכז","03/03/2022 08:50","86","268","5.9"
"ירושלים, מרכז","03/03/2022 09:00","84","272","7.7"
"ירושלים, מרכז","03/03/2022 09:10","84","276","9"
"ירושלים, מרכז","03/03/2022 09:20","84","279","8.9"
"ירושלים, מרכז","03/03/2022 09:30","87","272","7.3"
"ירושלים, מרכז","03/03/2022 09:40","86","259","6.3"
"ירושלים, מרכז","03/03/2022 09:50","81","261","6.4"
"ירושלים, מרכז","03/03/2022 10:00","79","258","5.3"
"ירושלים, מרכז","03/03/2022 10:10","76","260","7.3"
"ירושלים, מרכז","03/03/2022 10:20","74","259","6.6"
"ירושלים, מרכז","03/03/2022 10:30","76","255","6.4"
"ירושלים, מרכז","03/03/2022 10:40","76","258","6.8"
"ירושלים, מרכז","03/03/2022 10:50","74","253","6.6"
"ירושלים, מרכז","03/03/2022 11:00","73","257","6.1"
"ירושלים, מרכז","03/03/2022 11:10","73","246","6.7"
"ירושלים, מרכז","03/03/2022 11:20","75","243","7.8"
"ירושלים, מרכז","03/03/2022 11:30","75","248","7.9"
"ירושלים, מרכז","03/03/2022 11:40","-","350","7.9"
"ירושלים, מרכז","03/03/2022 11:50","-","264","5.9"
"ירושלים, מרכז","03/03/2022 12:00","-","256","7.2"
"ירושלים, מרכז","03/03/2022 12:10","76","244","7.1"
"ירושלים, מרכז","03/03/2022 12:20","75","243","7.7"
"ירושלים, מרכז","03/03/2022 12:30","73","249","6.8"
"ירושלים, מרכז","03/03/2022 12:40","74","251","7.6"
"ירושלים, מרכז","03/03/2022 12:50","77","257","7.5"
"ירושלים, מרכז","03/03/2022 13:00","81","278","9.4"
"ירושלים, מרכז","03/03/2022 13:10","88","278","6.8"
"ירושלים, מרכז","03/03/2022 13:20","90","261","5.9"
"ירושלים, מרכז","03/03/2022 13:30","91","255","5.5"
"ירושלים, מרכז","03/03/2022 13:40","92","253","6.7"
"ירושלים, מרכז","03/03/2022 13:50","92","252","6.3"
"ירושלים, מרכז","03/03/2022 14:00","89","255","6.8"
"ירושלים, מרכז","03/03/2022 14:10","86","252","6.5"
"ירושלים, מרכז","03/03/2022 14:20","83","261","6.3"
"ירושלים, מרכז","03/03/2022 14:30","81","250","5.6"
"ירושלים, מרכז","03/03/2022 14:40","80","266","6.6"
"ירושלים, מרכז","03/03/2022 14:50","79","264","5.5"
"ירושלים, מרכז","03/03/2022 15:00","77","258","6"
"ירושלים, מרכז","03/03/2022 15:10","79","255","6.3"
"ירושלים, מרכז","03/03/2022 15:20","77","263","6"
"ירושלים, מרכז","03/03/2022 15:30","78","268","6.4"
"ירושלים, מרכז","03/03/2022 15:40","78","262","5.2"
"ירושלים, מרכז","03/03/2022 15:50","75","255","5.3"
"ירושלים, מרכז","03/03/2022 16:00","77","262","5.6"
"ירושלים, מרכז","03/03/2022 16:10","78","262","5.9"
"ירושלים, מרכז","03/03/2022 16:20","73","267","5.9"
"ירושלים, מרכז","03/03/2022 16:30","75","259","6.1"
"ירושלים, מרכז","03/03/2022 16:40","83","257","5.5"
"ירושלים, מרכז","03/03/2022 16:50","88","260","5.2"
"ירושלים, מרכז","03/03/2022 17:00","88","269","5.5"
"ירושלים, מרכז","03/03/2022 17:10","86","266","5.9"
"ירושלים, מרכז","03/03/2022 17:20","87","267","4.7"
"ירושלים, מרכז","03/03/2022 17:30","88","258","5.4"
"ירושלים, מרכז","03/03/2022 17:40","89","269","6.7"
"ירושלים, מרכז","03/03/2022 17:50","91","269","6.2"
"ירושלים, מרכז","03/03/2022 18:00","91","271","5.9"
"ירושלים, מרכז","03/03/2022 18:10","92","277","6.2"
"ירושלים, מרכז","03/03/2022 18:20","91","275","5.7"
"ירושלים, מרכז","03/03/2022 18:30","90","275","7.4"
"ירושלים, מרכז","03/03/2022 18:40","90","280","6.3"
"ירושלים, מרכז","03/03/2022 18:50","89","279","6.9"
"ירושלים, מרכז","03/03/2022 19:00","87","277","5.5"
"ירושלים, מרכז","03/03/2022 19:10","86","269","5.3"
"ירושלים, מרכז","03/03/2022 19:20","86","272","5.3"
"ירושלים, מרכז","03/03/2022 19:30","85","275","4.9"
"ירושלים, מרכז","03/03/2022 19:40","86","273","5.2"
"ירושלים, מרכז","03/03/2022 19:50","85","273","5.8"
"ירושלים, מרכז","03/03/2022 20:00","85","269","5.5"
"ירושלים, מרכז","03/03/2022 20:10","86","260","4.7"
"ירושלים, מרכז","03/03/2022 20:20","86","255","5.6"
"ירושלים, מרכז","03/03/2022 20:30","86","260","6.1"
"ירושלים, מרכז","03/03/2022 20:40","88","273","6.3"
"ירושלים, מרכז","03/03/2022 20:50","88","272","5.9"
"ירושלים, מרכז","03/03/2022 21:00","88","274","5.7"
"ירושלים, מרכז","03/03/2022 21:10","88","277","6.4"
"ירושלים, מרכז","03/03/2022 21:20","86","266","4.8"
"ירושלים, מרכז","03/03/2022 21:30","85","272","4.6"
"ירושלים, מרכז","03/03/2022 21:40","84","270","4.4"
"ירושלים, מרכז","03/03/2022 21:50","84","274","5.1"
"ירושלים, מרכז","03/03/2022 22:00","86","278","6.2"
"ירושלים, מרכז","03/03/2022 22:10","90","280","6.4"
"ירושלים, מרכז","03/03/2022 22:20","92","279","6.7"
"ירושלים, מרכז","03/03/2022 22:30","93","276","6.5"
"ירושלים, מרכז","03/03/2022 22:40","92","267","5.6"
"ירושלים, מרכז","03/03/2022 22:50","91","268","5.7"
"ירושלים, מרכז","03/03/2022 23:00","92","268","5.2"
"ירושלים, מרכז","03/03/2022 23:10","92","270","5.2"
"ירושלים, מרכז","03/03/2022 23:20","93","262","5.3"
"ירושלים, מרכז","03/03/2022 23:30","94","270","4.5"
"ירושלים, מרכז","03/03/2022 23:40","94","269","4.9"
"ירושלים, מרכז","03/03/2022 23:50","92","271","5.4"
"ירושלים, מרכז","04/03/2022 00:00","91","270","5.6"
"ירושלים, מרכז","04/03/2022 00:10","92","276","5.8"
"ירושלים, מרכז","04/03/2022 00:20","93","275","6.4"
"ירושלים, מרכז","04/03/2022 00:30","93","275","6.1"
"ירושלים, מרכז","04/03/2022 00:40","93","275","6.6"
"ירושלים, מרכז","04/03/2022 00:50","93","277","6.3"
"ירושלים, מרכז","04/03/2022 01:00","93","279","6.3"
"ירושלים, מרכז","04/03/2022 01:10","92","275","6.4"
"ירושלים, מרכז","04/03/2022 01:20","90","278","6.1"
"ירושלים, מרכז","04/03/2022 01:30","89","279","6.6"
"ירושלים, מרכז","04/03/2022 01:40","89","276","5.8"
"ירושלים, מרכז","04/03/2022 01:50","91","275","5.2"
"ירושלים, מרכז","04/03/2022 02:00","91","280","5.5"
"ירושלים, מרכז","04/03/2022 02:10","90","283","6.1"
"ירושלים, מרכז","04/03/2022 02:20","90","286","5.4"
"ירושלים, מרכז","04/03/2022 02:30","91","295","4.2"
"ירושלים, מרכז","04/03/2022 02:40","90","288","4.7"
"ירושלים, מרכז","04/03/2022 02:50","90","272","4.5"
"ירושלים, מרכז","04/03/2022 03:00","92","272","5.2"
"ירושלים, מרכז","04/03/2022 03:10","92","281","4.9"
"ירושלים, מרכז","04/03/2022 03:20","92","274","3.7"
"ירושלים, מרכז","04/03/2022 03:30","91","279","4.8"
"ירושלים, מרכז","04/03/2022 03:40","91","287","4.3"
"ירושלים, מרכז","04/03/2022 03:50","90","280","4.4"
"ירושלים, מרכז","04/03/2022 04:00","88","274","4.2"
"ירושלים, מרכז","04/03/2022 04:10","88","275","4.3"
"ירושלים, מרכז","04/03/2022 04:20","87","277","4.3"
"ירושלים, מרכז","04/03/2022 04:30","87","275","4.6"
"ירושלים, מרכז","04/03/2022 04:40","87","280","4.1"
"ירושלים, מרכז","04/03/2022 04:50","88","280","5.6"
"ירושלים, מרכז","04/03/2022 05:00","89","282","4.6"
"ירושלים, מרכז","04/03/2022 05:10","90","281","4.8"
"ירושלים, מרכז","04/03/2022 05:20","90","276","4.5"
"ירושלים, מרכז","04/03/2022 05:30","89","277","4.3"
"ירושלים, מרכז","04/03/2022 05:40","89","273","4.4"
"ירושלים, מרכז","04/03/2022 05:50","88","272","4.9"
"ירושלים, מרכז","04/03/2022 06:00","88","277","4.7"
"ירושלים, מרכז","04/03/2022 06:10","88","278","5.1"
"ירושלים, מרכז","04/03/2022 06:20","87","279","4.7"
"ירושלים, מרכז","04/03/2022 06:30","87","279","5"
"ירושלים, מרכז","04/03/2022 06:40","86","279","5.4"
"ירושלים, מרכז","04/03/2022 06:50","86","280","5.7"
"ירושלים, מרכז","04/03/2022 07:00","84","283","4.4"
"ירושלים, מרכז","04/03/2022 07:10","83","282","4.7"
"ירושלים, מרכז","04/03/2022 07:20","83","278","3.9"
"ירושלים, מרכז","04/03/2022 07:30","83","276","4.6"
"ירושלים, מרכז","04/03/2022 07:40","83","275","3.8"
"ירושלים, מרכז","04/03/2022 07:50","82","273","3.4"
"ירושלים, מרכז","04/03/2022 08:00","83","274","2.8"
"ירושלים, מרכז","04/03/2022 08:10","83","272","3.2"
"ירושלים, מרכז","04/03/2022 08:20","84","272","3.4"
"ירושלים, מרכז","04/03/2022 08:30","85","258","2.1"
"ירושלים, מרכז","04/03/2022 08:40","85","258","2.3"
"ירושלים, מרכז","04/03/2022 08:50","85","276","2.6"
"ירושלים, מרכז","04/03/2022 09:00","85","262","2.7"
"ירושלים, מרכז","04/03/2022 09:10","86","259","1.8"
"ירושלים, מרכז","04/03/2022 09:20","86","285","2.3"
"ירושלים, מרכז","04/03/2022 09:30","86","270","2.9"
"ירושלים, מרכז","04/03/2022 09:40","86","277","2.8"
"ירושלים, מרכז","04/03/2022 09:50","85","278","1.8"
"ירושלים, מרכז","04/03/2022 10:00","83","281","2.2"
"ירושלים, מרכז","04/03/2022 10:10","82","281","2.9"
"ירושלים, מרכז","04/03/2022 10:20","83","256","3.2"
"ירושלים, מרכז","04/03/2022 10:30","81","269","3.1"
"ירושלים, מרכז","04/03/2022 10:40","78","268","2.8"
"ירושלים, מרכז","04/03/2022 10:50","77","275","2.8"
"ירושלים, מרכז","04/03/2022 11:00","73","285","4"
"ירושלים, מרכז","04/03/2022 11:10","72","290","3.7"
"ירושלים, מרכז","04/03/2022 11:20","69","297","3.7"
"ירושלים, מרכז","04/03/2022 11:30","68","288","3.8"
"ירושלים, מרכז","04/03/2022 11:40","66","272","3.2"
"ירושלים, מרכז","04/03/2022 11:50","66","277","3.5"
"ירושלים, מרכז","04/03/2022 12:00","64","252","3.5"
"ירושלים, מרכז","04/03/2022 12:10","62","272","3.9"
"ירושלים, מרכז","04/03/2022 12:20","62","271","3.3"
"ירושלים, מרכז","04/03/2022 12:30","64","275","3.6"
"ירושלים, מרכז","04/03/2022 12:40","62","253","2.6"
"ירושלים, מרכז","04/03/2022 12:50","60","250","3.4"
"ירושלים, מרכז","04/03/2022 13:00","60","264","3.6"
"ירושלים, מרכז","04/03/2022 13:10","63","292","4.3"
"ירושלים, מרכז","04/03/2022 13:20","65","278","4.2"
"ירושלים, מרכז","04/03/2022 13:30","66","279","3.6"
"ירושלים, מרכז","04/03/2022 13:40","66","256","3"
"ירושלים, מרכז","04/03/2022 13:50","67","261","2.6"
"ירושלים, מרכז","04/03/2022 14:00","63","260","3"
"ירושלים, מרכז","04/03/2022 14:10","63","293","3.3"
"ירושלים, מרכז","04/03/2022 14:20","65","275","3.9"
"ירושלים, מרכז","04/03/2022 14:30","64","260","3.1"
"ירושלים, מרכז","04/03/2022 14:40","61","268","3"
"ירושלים, מרכז","04/03/2022 14:50","62","247","2.6"
"ירושלים, מרכז","04/03/2022 15:00","65","264","2.5"
"ירושלים, מרכז","04/03/2022 15:10","66","273","3.4"
"ירושלים, מרכז","04/03/2022 15:20","67","276","2.9"
"ירושלים, מרכז","04/03/2022 15:30","66","283","2.3"
"ירושלים, מרכז","04/03/2022 15:40","64","280","2.3"
"ירושלים, מרכז","04/03/2022 15:50","66","289","2.6"
"ירושלים, מרכז","04/03/2022 16:00","67","321","2.3"
"ירושלים, מרכז","04/03/2022 16:10","66","288","2.7"
"ירושלים, מרכז","04/03/2022 16:20","67","296","2.4"
"ירושלים, מרכז","04/03/2022 16:30","66","270","2.8"
"ירושלים, מרכז","04/03/2022 16:40","68","287","3.4"
"ירושלים, מרכז","04/03/2022 16:50","68","308","2.4"
"ירושלים, מרכז","04/03/2022 17:00","67","329","2.3"
"ירושלים, מרכז","04/03/2022 17:10","66","276","2.3"
"ירושלים, מרכז","04/03/2022 17:20","65","271","2.7"
"ירושלים, מרכז","04/03/2022 17:30","65","278","2.9"
"ירושלים, מרכז","04/03/2022 17:40","65","286","2.9"
"ירושלים, מרכז","04/03/2022 17:50","65","300","2.8"
"ירושלים, מרכז","04/03/2022 18:00","65","314","2.2"
"ירושלים, מרכז","04/03/2022 18:10","66","317","2.6"
"ירושלים, מרכז","04/03/2022 18:20","66","304","1.9"
"ירושלים, מרכז","04/03/2022 18:30","67","275","2"
"ירושלים, מרכז","04/03/2022 18:40","69","306","3.1"
"ירושלים, מרכז","04/03/2022 18:50","73","316","3.2"
"ירושלים, מרכז","04/03/2022 19:00","75","326","3"
"ירושלים, מרכז","04/03/2022 19:10","75","326","2.6"
"ירושלים, מרכז","04/03/2022 19:20","76","318","3.4"
"ירושלים, מרכז","04/03/2022 19:30","77","312","2.4"
"ירושלים, מרכז","04/03/2022 19:40","77","323","2.6"
"ירושלים, מרכז","04/03/2022 19:50","78","325","2.5"
"ירושלים, מרכז","04/03/2022 20:00","77","323","2.4"
"ירושלים, מרכז","04/03/2022 20:10","76","319","2.2"
"ירושלים, מרכז","04/03/2022 20:20","76","319","2.2"
"ירושלים, מרכז","04/03/2022 20:30","77","321","2"
"ירושלים, מרכז","04/03/2022 20:40","78","329","2.1"
"ירושלים, מרכז","04/03/2022 20:50","79","313","2"
"ירושלים, מרכז","04/03/2022 21:00","79","312","2"
"ירושלים, מרכז","04/03/2022 21:10","79","315","2.7"
"ירושלים, מרכז","04/03/2022 21:20","80","315","4.5"
"ירושלים, מרכז","04/03/2022 21:30","81","311","2.6"
"ירושלים, מרכז","04/03/2022 21:40","81","310","2.8"
"ירושלים, מרכז","04/03/2022 21:50","81","304","2.5"
"ירושלים, מרכז","04/03/2022 22:00","81","304","3.3"
"ירושלים, מרכז","04/03/2022 22:10","81","298","3"
"ירושלים, מרכז","04/03/2022 22:20","81","290","3"
"ירושלים, מרכז","04/03/2022 22:30","81","294","3.1"
"ירושלים, מרכז","04/03/2022 22:40","82","294","3"
"ירושלים, מרכז","04/03/2022 22:50","82","315","3.4"
"ירושלים, מרכז","04/03/2022 23:00","83","312","3.2"
"ירושלים, מרכז","04/03/2022 23:10","83","304","1.9"
"ירושלים, מרכז","04/03/2022 23:20","83","287","1.9"
"ירושלים, מרכז","04/03/2022 23:30","82","296","1.7"
"ירושלים, מרכז","04/03/2022 23:40","82","287","1.7"
"ירושלים, מרכז","04/03/2022 23:50","81","289","1.7"
"ירושלים, מרכז","05/03/2022 00:00","81","288","1.6"
"ירושלים, מרכז","05/03/2022 00:10","80","275","1.2"
"ירושלים, מרכז","05/03/2022 00:20","79","278","1.5"
"ירושלים, מרכז","05/03/2022 00:30","79","264","1.4"
"ירושלים, מרכז","05/03/2022 00:40","79","273","1.2"
"ירושלים, מרכז","05/03/2022 00:50","79","236","0.4"
"ירושלים, מרכז","05/03/2022 01:00","79","322","0.4"
"ירושלים, מרכז","05/03/2022 01:10","78","342","1"
"ירושלים, מרכז","05/03/2022 01:20","77","324","0.9"
"ירושלים, מרכז","05/03/2022 01:30","77","326","0.7"
"ירושלים, מרכז","05/03/2022 01:40","76","321","1.9"
"ירושלים, מרכז","05/03/2022 01:50","76","303","1.8"
"ירושלים, מרכז","05/03/2022 02:00","73","291","2.4"
"ירושלים, מרכז","05/03/2022 02:10","72","282","2"
"ירושלים, מרכז","05/03/2022 02:20","72","273","1.2"
"ירושלים, מרכז","05/03/2022 02:30","73","264","1.1"
"ירושלים, מרכז","05/03/2022 02:40","74","258","1"
"ירושלים, מרכז","05/03/2022 02:50","75","245","0.7"
"ירושלים, מרכז","05/03/2022 03:00","76","240","0.9"
"ירושלים, מרכז","05/03/2022 03:10","77","230","0.5"
"ירושלים, מרכז","05/03/2022 03:20","77","283","0.6"
"ירושלים, מרכז","05/03/2022 03:30","76","303","0.4"
"ירושלים, מרכז","05/03/2022 03:40","76","312","0.3"
"ירושלים, מרכז","05/03/2022 03:50","75","326","0.3"
"ירושלים, מרכז","05/03/2022 04:00","74","317","1.5"
"ירושלים, מרכז","05/03/2022 04:10","73","344","0.7"
"ירושלים, מרכז","05/03/2022 04:20","74","21","0.4"
"ירושלים, מרכז","05/03/2022 04:30","75","67","0.1"
"ירושלים, מרכז","05/03/2022 04:40","76","82","0.3"
"ירושלים, מרכז","05/03/2022 04:50","77","65","0.5"
"ירושלים, מרכז","05/03/2022 05:00","77","11","0.2"
"ירושלים, מרכז","05/03/2022 05:10","76","359","0.9"
"ירושלים, מרכז","05/03/2022 05:20","75","19","1.4"
"ירושלים, מרכז","05/03/2022 05:30","75","29","0.4"
"ירושלים, מרכז","05/03/2022 05:40","76","18","0.7"
"ירושלים, מרכז","05/03/2022 05:50","76","12","1.2"
"ירושלים, מרכז","05/03/2022 06:00","75","15","1.4"
"ירושלים, מרכז","05/03/2022 06:10","75","12","1.1"
"ירושלים, מרכז","05/03/2022 06:20","75","19","1.4"
"ירושלים, מרכז","05/03/2022 06:30","75","40","0.6"
"ירושלים, מרכז","05/03/2022 06:40","76","37","1.1"
"ירושלים, מרכז","05/03/2022 06:50","77","39","1.3"
"ירושלים, מרכז","05/03/2022 07:00","77","61","0.8"
"ירושלים, מרכז","05/03/2022 07:10","77","68","0.8"
"ירושלים, מרכז","05/03/2022 07:20","77","56","0.9"
"ירושלים, מרכז","05/03/2022 07:30","78","59","0.7"
"ירושלים, מרכז","05/03/2022 07:40","78","71","0.9"
"ירושלים, מרכז","05/03/2022 07:50","79","70","1.1"
"ירושלים, מרכז","05/03/2022 08:00","79","75","1"
"ירושלים, מרכז","05/03/2022 08:10","77","86","0.8"
"ירושלים, מרכז","05/03/2022 08:20","75","65","0.8"
"ירושלים, מרכז","05/03/2022 08:30","73","67","1.3"
"ירושלים, מרכז","05/03/2022 08:40","71","59","1.7"
"ירושלים, מרכז","05/03/2022 08:50","68","64","1.6"
"ירושלים, מרכז","05/03/2022 09:00","67","73","1.5"
"ירושלים, מרכז","05/03/2022 09:10","65","81","1.3"
"ירושלים, מרכז","05/03/2022 09:20","65","95","1.9"
"ירושלים, מרכז","05/03/2022 09:30","65","91","1.3"
"ירושלים, מרכז","05/03/2022 09:40","63","97","1.5"
"ירושלים, מרכז","05/03/2022 09:50","62","129","0.9"
"ירושלים, מרכז","05/03/2022 10:00","61","82","1.4"
"ירושלים, מרכז","05/03/2022 10:10","62","71","2.2"
"ירושלים, מרכז","05/03/2022 10:20","62","48","2.1"
"ירושלים, מרכז","05/03/2022 10:30","63","48","2.1"
"ירושלים, מרכז","05/03/2022 10:40","63","46","2.1"
"ירושלים, מרכז","05/03/2022 10:50","59","41","3.3"
"ירושלים, מרכז","05/03/2022 11:00","59","29","2.7"
"ירושלים, מרכז","05/03/2022 11:10","59","36","2.4"
"ירושלים, מרכז","05/03/2022 11:20","58","65","1.8"
"ירושלים, מרכז","05/03/2022 11:30","58","65","2.3"
"ירושלים, מרכז","05/03/2022 11:40","61","78","2.8"
"ירושלים, מרכז","05/03/2022 11:50","60","47","2.3"
"ירושלים, מרכז","05/03/2022 12:00","60","76","2.7"
"ירושלים, מרכז","05/03/2022 12:10","59","89","2.5"
"ירושלים, מרכז","05/03/2022 12:20","58","76","2.2"
"ירושלים, מרכז","05/03/2022 12:30","59","102","2.2"
"ירושלים, מרכז","05/03/2022 12:40","55","113","1.9"
"ירושלים, מרכז","05/03/2022 12:50","55","87","2.5"
"ירושלים, מרכז","05/03/2022 13:00","55","86","2.2"
"ירושלים, מרכז","05/03/2022 13:10","54","81","1.9"
"ירושלים, מרכז","05/03/2022 13:20","52","108","1.6"
"ירושלים, מרכז","05/03/2022 13:30","53","99","1.9"
"ירושלים, מרכז","05/03/2022 13:40","52","112","1.7"
"ירושלים, מרכז","05/03/2022 13:50","52","113","1.8"
"ירושלים, מרכז","05/03/2022 14:00","53","90","1.6"
"ירושלים, מרכז","05/03/2022 14:10","53","38","1.6"
"ירושלים, מרכז","05/03/2022 14:20","52","23","1.3"
"ירושלים, מרכז","05/03/2022 14:30","51","83","1.1"
"ירושלים, מרכז","05/03/2022 14:40","54","76","2.3"
"ירושלים, מרכז","05/03/2022 14:50","55","89","1.9"
"ירושלים, מרכז","05/03/2022 15:00","55","75","2"
"ירושלים, מרכז","05/03/2022 15:10","55","73","1.9"
"ירושלים, מרכז","05/03/2022 15:20","56","71","2.2"
"ירושלים, מרכז","05/03/2022 15:30","55","84","2"
"ירושלים, מרכז","05/03/2022 15:40","56","85","2.3"
"ירושלים, מרכז","05/03/2022 15:50","56","74","2.4"
