station,timestamp,rh,wd,ws
"תל-אביב, חוף",18/02/2018 07:10,75,269,11
"תל-אביב, חוף",18/02/2018 07:20,74,268,10.8
"תל-אביב, חוף",18/02/2018 07:30,74,271,10.2
"תל-אביב, חוף",18/02/2018 07:40,74,268,10.4
"תל-אביב, חוף",18/02/2018 07:50,74,264,11
"תל-אביב, חוף",18/02/2018 08:00,74,264,10.3
"תל-אביב, חוף",18/02/2018 08:10,74,267,9.8
"תל-אביב, חוף",18/02/2018 08:20,73,264,10.2
"תל-אביב, חוף",18/02/2018 08:30,74,259,10
"תל-אביב, חוף",18/02/2018 08:40,74,260,10
"תל-אביב, חוף",18/02/2018 08:50,74,252,9.3
"תל-אביב, חוף",18/02/2018 09:00,75,254,8.8
"תל-אביב, חוף",18/02/2018 09:10,75,258,10.2
"תל-אביב, חוף",18/02/2018 09:20,74,259,10.3
"תל-אביב, חוף",18/02/2018 09:30,75,252,9.7
"תל-אביב, חוף",18/02/2018 09:40,74,256,9.7
"תל-אביב, חוף",18/02/2018 09:50,74,256,10.3
"תל-אביב, חוף",18/02/2018 10:00,75,254,9.9
"תל-אביב, חוף",18/02/2018 10:10,75,257,9.7
"תל-אביב, חוף",18/02/2018 10:20,75,256,10.2
"תל-אביב, חוף",18/02/2018 10:30,75,254,9.2
"תל-אביב, חוף",18/02/2018 10:40,75,254,10.6
"תל-אביב, חוף",18/02/2018 10:50,75,254,10.8
"תל-אביב, חוף",18/02/2018 11:00,74,253,11
"תל-אביב, חוף",18/02/2018 11:10,74,251,11.1
"תל-אביב, חוף",18/02/2018 11:20,74,254,11.1
"תל-אביב, חוף",18/02/2018 11:30,73,254,10.7
"תל-אביב, חוף",18/02/2018 11:40,73,249,10.3
"תל-אביב, חוף",18/02/2018 11:50,73,253,9.9
"תל-אביב, חוף",18/02/2018 12:00,73,254,10
"תל-אביב, חוף",18/02/2018 12:10,73,251,10.7
"תל-אביב, חוף",18/02/2018 12:20,73,253,10.4
"תל-אביב, חוף",18/02/2018 12:30,74,254,10.4
"תל-אביב, חוף",18/02/2018 12:40,74,255,11.1
"תל-אביב, חוף",18/02/2018 12:50,73,255,10.7
"תל-אביב, חוף",18/02/2018 13:00,73,254,10.9
"תל-אביב, חוף",18/02/2018 13:10,74,256,11.1
"תל-אביב, חוף",18/02/2018 13:20,75,261,11.7
"תל-אביב, חוף",18/02/2018 13:30,74,258,10.7
"תל-אביב, חוף",18/02/2018 13:40,74,256,10.7
"תל-אביב, חוף",18/02/2018 13:50,72,253,10.6
"תל-אביב, חוף",18/02/2018 14:00,73,256,11.1
"תל-אביב, חוף",18/02/2018 14:10,73,256,10.2
"תל-אביב, חוף",18/02/2018 14:20,72,257,11
"תל-אביב, חוף",18/02/2018 14:30,73,258,11.3
"תל-אביב, חוף",18/02/2018 14:40,73,259,10.9
"תל-אביב, חוף",18/02/2018 14:50,73,262,11.6
"תל-אביב, חוף",18/02/2018 15:00,74,264,10.5
"תל-אביב, חוף",18/02/2018 15:10,73,265,10.3
"תל-אביב, חוף",18/02/2018 15:20,73,266,11.4
"תל-אביב, חוף",18/02/2018 15:30,74,265,10.1
"תל-אביב, חוף",18/02/2018 15:40,73,261,10.8
"תל-אביב, חוף",18/02/2018 15:50,73,260,10.6
"תל-אביב, חוף",18/02/2018 16:00,73,263,10.4
"תל-אביב, חוף",18/02/2018 16:10,73,265,10.6
"תל-אביב, חוף",18/02/2018 16:20,74,270,10.1
"תל-אביב, חוף",18/02/2018 16:30,74,266,9.7
"תל-אביב, חוף",18/02/2018 16:40,74,269,9.9
"תל-אביב, חוף",18/02/2018 16:50,74,266,10
"תל-אביב, חוף",18/02/2018 17:00,74,268,9.9
"תל-אביב, חוף",18/02/2018 17:10,74,267,10.1
"תל-אביב, חוף",18/02/2018 17:20,74,269,10.2
"תל-אביב, חוף",18/02/2018 17:30,75,266,9.7
"תל-אביב, חוף",18/02/2018 17:40,75,271,9.3
"תל-אביב, חוף",18/02/2018 17:50,75,264,9.6
"תל-אביב, חוף",18/02/2018 18:00,76,265,9.3
"תל-אביב, חוף",18/02/2018 18:10,76,268,9.4
"תל-אביב, חוף",18/02/2018 18:20,75,266,9.2
"תל-אביב, חוף",18/02/2018 18:30,76,266,9.1
"תל-אביב, חוף",18/02/2018 18:40,75,265,9.3
"תל-אביב, חוף",18/02/2018 18:50,75,264,8.8
"תל-אביב, חוף",18/02/2018 19:00,76,267,9.1
"תל-אביב, חוף",18/02/2018 19:10,76,267,8.7
"תל-אביב, חוף",18/02/2018 19:20,75,271,8.4
"תל-אביב, חוף",18/02/2018 19:30,75,270,8.6
"תל-אביב, חוף",18/02/2018 19:40,75,269,8.7
"תל-אביב, חוף",18/02/2018 19:50,75,268,9.1
"תל-אביב, חוף",18/02/2018 20:00,75,268,8.5
"תל-אביב, חוף",18/02/2018 20:10,76,268,8.6
"תל-אביב, חוף",18/02/2018 20:20,75,272,8.5
"תל-אביב, חוף",18/02/2018 20:30,75,273,8.2
"תל-אביב, חוף",18/02/2018 20:40,75,273,8.3
"תל-אביב, חוף",18/02/2018 20:50,75,273,7.7
"תל-אביב, חוף",18/02/2018 21:00,74,276,7.6
"תל-אביב, חוף",18/02/2018 21:10,75,270,7.7
"תל-אביב, חוף",18/02/2018 21:20,75,268,7.7
"תל-אביב, חוף",18/02/2018 21:30,75,269,7.3
"תל-אביב, חוף",18/02/2018 21:40,73,267,7.6
"תל-אביב, חוף",18/02/2018 21:50,74,269,7.3
"תל-אביב, חוף",18/02/2018 22:00,76,265,7.4
"תל-אביב, חוף",18/02/2018 22:10,76,265,8.1
"תל-אביב, חוף",18/02/2018 22:20,76,263,8.2
"תל-אביב, חוף",18/02/2018 22:30,75,269,8.2
"תל-אביב, חוף",18/02/2018 22:40,75,265,8.2
"תל-אביב, חוף",18/02/2018 22:50,75,264,8.5
"תל-אביב, חוף",18/02/2018 23:00,74,263,8.4
"תל-אביב, חוף",18/02/2018 23:10,74,263,8.1
"תל-אביב, חוף",18/02/2018 23:20,73,267,8.2
"תל-אביב, חוף",18/02/2018 23:30,73,264,8.1
"תל-אביב, חוף",18/02/2018 23:40,73,261,8.5
"תל-אביב, חוף",18/02/2018 23:50,72,265,8
"תל-אביב, חוף",19/02/2018 00:00,71,264,8
"תל-אביב, חוף",19/02/2018 00:10,70,262,7.3
"תל-אביב, חוף",19/02/2018 00:20,70,255,7.2
"תל-אביב, חוף",19/02/2018 00:30,71,262,7.1
"תל-אביב, חוף",19/02/2018 00:40,71,264,6.9
"תל-אביב, חוף",19/02/2018 00:50,70,266,6.5
"תל-אביב, חוף",19/02/2018 01:00,70,266,7.1
"תל-אביב, חוף",19/02/2018 01:10,70,264,6.5
"תל-אביב, חוף",19/02/2018 01:20,70,267,6.3
"תל-אביב, חוף",19/02/2018 01:30,71,270,6.1
"תל-אביב, חוף",19/02/2018 01:40,71,270,5.4
"תל-אביב, חוף",19/02/2018 01:50,71,263,6.4
"תל-אביב, חוף",19/02/2018 02:00,69,264,5.9
"תל-אביב, חוף",19/02/2018 02:10,68,262,5.7
"תל-אביב, חוף",19/02/2018 02:20,69,267,6
"תל-אביב, חוף",19/02/2018 02:30,70,275,5.6
"תל-אביב, חוף",19/02/2018 02:40,70,276,5.2
"תל-אביב, חוף",19/02/2018 02:50,70,270,5.5
"תל-אביב, חוף",19/02/2018 03:00,69,272,5.4
"תל-אביב, חוף",19/02/2018 03:10,68,274,4.6
"תל-אביב, חוף",19/02/2018 03:20,67,265,4.7
"תל-אביב, חוף",19/02/2018 03:30,65,268,4.4
"תל-אביב, חוף",19/02/2018 03:40,67,257,4.2
"תל-אביב, חוף",19/02/2018 03:50,68,261,4.2
"תל-אביב, חוף",19/02/2018 04:00,66,258,3.7
"תל-אביב, חוף",19/02/2018 04:10,64,234,1.9
"תל-אביב, חוף",19/02/2018 04:20,72,121,1.9
"תל-אביב, חוף",19/02/2018 04:30,76,124,3
"תל-אביב, חוף",19/02/2018 04:40,77,136,2.2
"תל-אביב, חוף",19/02/2018 04:50,77,144,2.2
"תל-אביב, חוף",19/02/2018 05:00,78,150,2.5
"תל-אביב, חוף",19/02/2018 05:10,78,150,2.4
"תל-אביב, חוף",19/02/2018 05:20,79,145,2.4
"תל-אביב, חוף",19/02/2018 05:30,79,149,2.5
"תל-אביב, חוף",19/02/2018 05:40,80,153,2.4
"תל-אביב, חוף",19/02/2018 05:50,80,162,3.3
"תל-אביב, חוף",19/02/2018 06:00,81,154,2.9
"תל-אביב, חוף",19/02/2018 06:10,82,150,3
"תל-אביב, חוף",19/02/2018 06:20,83,148,2.9
"תל-אביב, חוף",19/02/2018 06:30,83,149,2.4
"תל-אביב, חוף",19/02/2018 06:40,84,149,2.8
"תל-אביב, חוף",19/02/2018 06:50,84,150,3.2
"תל-אביב, חוף",19/02/2018 07:00,85,143,2.8
"תל-אביב, חוף",19/02/2018 07:10,85,128,2.6
"תל-אביב, חוף",19/02/2018 07:20,85,127,3
"תל-אביב, חוף",19/02/2018 07:30,86,133,2.9
"תל-אביב, חוף",19/02/2018 07:40,86,126,2.8
"תל-אביב, חוף",19/02/2018 07:50,86,125,2.7
"תל-אביב, חוף",19/02/2018 08:00,86,148,2.5
"תל-אביב, חוף",19/02/2018 08:10,86,151,2.6
"תל-אביב, חוף",19/02/2018 08:20,86,141,2.3
"תל-אביב, חוף",19/02/2018 08:30,85,137,2.4
"תל-אביב, חוף",19/02/2018 08:40,85,128,2.4
"תל-אביב, חוף",19/02/2018 08:50,84,137,2.5
"תל-אביב, חוף",19/02/2018 09:00,83,146,2
"תל-אביב, חוף",19/02/2018 09:10,82,156,1.9
"תל-אביב, חוף",19/02/2018 09:20,82,174,1.8
"תל-אביב, חוף",19/02/2018 09:30,81,161,1.9
"תל-אביב, חוף",19/02/2018 09:40,80,178,2
"תל-אביב, חוף",19/02/2018 09:50,79,194,1.9
"תל-אביב, חוף",19/02/2018 10:00,78,194,2.4
"תל-אביב, חוף",19/02/2018 10:10,76,215,2.1
"תל-אביב, חוף",19/02/2018 10:20,74,225,3.9
"תל-אביב, חוף",19/02/2018 10:30,77,212,3.6
"תל-אביב, חוף",19/02/2018 10:40,79,194,3.9
"תל-אביב, חוף",19/02/2018 10:50,80,196,4.5
"תל-אביב, חוף",19/02/2018 11:00,80,196,4.6
"תל-אביב, חוף",19/02/2018 11:10,80,195,4.3
"תל-אביב, חוף",19/02/2018 11:20,79,196,3.9
"תל-אביב, חוף",19/02/2018 11:30,78,213,3.5
"תל-אביב, חוף",19/02/2018 11:40,76,212,3.8
"תל-אביב, חוף",19/02/2018 11:50,75,225,4.3
"תל-אביב, חוף",19/02/2018 12:00,74,226,4
"תל-אביב, חוף",19/02/2018 12:10,74,214,4.1
"תל-אביב, חוף",19/02/2018 12:20,74,222,4.9
"תל-אביב, חוף",19/02/2018 12:30,74,221,4.2
"תל-אביב, חוף",19/02/2018 12:40,75,227,4.4
"תל-אביב, חוף",19/02/2018 12:50,74,221,4
"תל-אביב, חוף",19/02/2018 13:00,73,226,3.9
"תל-אביב, חוף",19/02/2018 13:10,72,230,4
"תל-אביב, חוף",19/02/2018 13:20,72,237,4.1
"תל-אביב, חוף",19/02/2018 13:30,71,239,4.5
"תל-אביב, חוף",19/02/2018 13:40,71,242,5.1
"תל-אביב, חוף",19/02/2018 13:50,71,243,4.7
"תל-אביב, חוף",19/02/2018 14:00,71,245,5
"תל-אביב, חוף",19/02/2018 14:10,72,245,5.1
"תל-אביב, חוף",19/02/2018 14:20,71,248,6.1
"תל-אביב, חוף",19/02/2018 14:30,71,246,5.4
"תל-אביב, חוף",19/02/2018 14:40,70,247,5.9
"תל-אביב, חוף",19/02/2018 14:50,70,249,6.3
"תל-אביב, חוף",19/02/2018 15:00,70,248,5.2
"תל-אביב, חוף",19/02/2018 15:10,67,250,4.7
"תל-אביב, חוף",19/02/2018 15:20,67,255,4.8
"תל-אביב, חוף",19/02/2018 15:30,68,257,5.7
"תל-אביב, חוף",19/02/2018 15:40,69,256,5.8
"תל-אביב, חוף",19/02/2018 15:50,69,255,5.5
"תל-אביב, חוף",19/02/2018 16:00,70,260,5.3
"תל-אביב, חוף",19/02/2018 16:10,69,259,5.3
"תל-אביב, חוף",19/02/2018 16:20,69,260,4.9
"תל-אביב, חוף",19/02/2018 16:30,70,265,4.8
"תל-אביב, חוף",19/02/2018 16:40,69,265,4.8
"תל-אביב, חוף",19/02/2018 16:50,70,270,4.7
"תל-אביב, חוף",19/02/2018 17:00,70,273,4.8
"תל-אביב, חוף",19/02/2018 17:10,71,276,4.8
"תל-אביב, חוף",19/02/2018 17:20,71,279,4.5
"תל-אביב, חוף",19/02/2018 17:30,71,279,3.7
"תל-אביב, חוף",19/02/2018 17:40,71,283,3.2
"תל-אביב, חוף",19/02/2018 17:50,71,277,2.7
"תל-אביב, חוף",19/02/2018 18:00,71,286,2.3
"תל-אביב, חוף",19/02/2018 18:10,71,283,2.2
"תל-אביב, חוף",19/02/2018 18:20,71,292,2
"תל-אביב, חוף",19/02/2018 18:30,72,298,1.6
"תל-אביב, חוף",19/02/2018 18:40,72,313,1.7
"תל-אביב, חוף",19/02/2018 18:50,72,308,1.5
"תל-אביב, חוף",19/02/2018 19:00,72,320,1.2
"תל-אביב, חוף",19/02/2018 19:10,72,303,0.9
"תל-אביב, חוף",19/02/2018 19:20,72,336,1
"תל-אביב, חוף",19/02/2018 19:30,72,357,0.8
"תל-אביב, חוף",19/02/2018 19:40,72,356,0.5
"תל-אביב, חוף",19/02/2018 19:50,71,25,0.6
"תל-אביב, חוף",19/02/2018 20:00,72,22,0.9
"תל-אביב, חוף",19/02/2018 20:10,72,22,0.8
"תל-אביב, חוף",19/02/2018 20:20,72,341,1.3
"תל-אביב, חוף",19/02/2018 20:30,73,22,1.2
"תל-אביב, חוף",19/02/2018 20:40,73,51,1.6
"תל-אביב, חוף",19/02/2018 20:50,73,46,1
"תל-אביב, חוף",19/02/2018 21:00,73,44,1.2
"תל-אביב, חוף",19/02/2018 21:10,73,8,1.3
"תל-אביב, חוף",19/02/2018 21:20,74,6,1.6
"תל-אביב, חוף",19/02/2018 21:30,74,21,1.4
"תל-אביב, חוף",19/02/2018 21:40,73,42,1.6
"תל-אביב, חוף",19/02/2018 21:50,73,41,1.5
"תל-אביב, חוף",19/02/2018 22:00,74,61,1.1
"תל-אביב, חוף",19/02/2018 22:10,74,149,0.9
"תל-אביב, חוף",19/02/2018 22:20,74,165,0.9
"תל-אביב, חוף",19/02/2018 22:30,74,136,0.9
"תל-אביב, חוף",19/02/2018 22:40,75,144,0.8
"תל-אביב, חוף",19/02/2018 22:50,75,175,1
"תל-אביב, חוף",19/02/2018 23:00,75,127,0.7
"תל-אביב, חוף",19/02/2018 23:10,76,117,0.8
"תל-אביב, חוף",19/02/2018 23:20,76,144,0.6
"תל-אביב, חוף",19/02/2018 23:30,76,166,0.7
"תל-אביב, חוף",19/02/2018 23:40,75,206,0.2
"תל-אביב, חוף",19/02/2018 23:50,76,43,0.2
"תל-אביב, חוף",20/02/2018 00:00,76,71,0.7
"תל-אביב, חוף",20/02/2018 00:10,76,48,1.2
"תל-אביב, חוף",20/02/2018 00:20,75,58,1
"תל-אביב, חוף",20/02/2018 00:30,75,55,1.1
"תל-אביב, חוף",20/02/2018 00:40,74,53,1.1
"תל-אביב, חוף",20/02/2018 00:50,74,74,0.9
"תל-אביב, חוף",20/02/2018 01:00,75,106,0.4
"תל-אביב, חוף",20/02/2018 01:10,76,103,0.6
"תל-אביב, חוף",20/02/2018 01:20,76,115,0.8
"תל-אביב, חוף",20/02/2018 01:30,76,122,1.3
"תל-אביב, חוף",20/02/2018 01:40,76,126,2.1
"תל-אביב, חוף",20/02/2018 01:50,77,122,2.1
"תל-אביב, חוף",20/02/2018 02:00,78,124,2.2
"תל-אביב, חוף",20/02/2018 02:10,78,123,2.7
"תל-אביב, חוף",20/02/2018 02:20,79,121,2.2
"תל-אביב, חוף",20/02/2018 02:30,79,113,1.5
"תל-אביב, חוף",20/02/2018 02:40,80,115,1.5
"תל-אביב, חוף",20/02/2018 02:50,80,114,1.3
"תל-אביב, חוף",20/02/2018 03:00,81,114,1.4
"תל-אביב, חוף",20/02/2018 03:10,81,117,1.5
"תל-אביב, חוף",20/02/2018 03:20,81,117,1.4
"תל-אביב, חוף",20/02/2018 03:30,81,118,1.3
"תל-אביב, חוף",20/02/2018 03:40,82,117,1.4
"תל-אביב, חוף",20/02/2018 03:50,82,118,1.5
"תל-אביב, חוף",20/02/2018 04:00,82,122,1.6
"תל-אביב, חוף",20/02/2018 04:10,83,119,2
"תל-אביב, חוף",20/02/2018 04:20,83,115,1.6
"תל-אביב, חוף",20/02/2018 04:30,83,115,1.4
"תל-אביב, חוף",20/02/2018 04:40,83,115,1.4
"תל-אביב, חוף",20/02/2018 04:50,83,112,1.3
"תל-אביב, חוף",20/02/2018 05:00,83,118,1.4
"תל-אביב, חוף",20/02/2018 05:10,83,125,1.7
"תל-אביב, חוף",20/02/2018 05:20,83,115,1.6
"תל-אביב, חוף",20/02/2018 05:30,83,118,1.6
"תל-אביב, חוף",20/02/2018 05:40,83,118,1.7
"תל-אביב, חוף",20/02/2018 05:50,83,120,2
"תל-אביב, חוף",20/02/2018 06:00,83,115,1.9
"תל-אביב, חוף",20/02/2018 06:10,83,116,1.8
"תל-אביב, חוף",20/02/2018 06:20,84,117,1.8
"תל-אביב, חוף",20/02/2018 06:30,84,115,1.3
"תל-אביב, חוף",20/02/2018 06:40,84,119,1.4
"תל-אביב, חוף",20/02/2018 06:50,85,124,1.5
"תל-אביב, חוף",20/02/2018 07:00,85,142,1.2
"תל-אביב, חוף",20/02/2018 07:10,85,141,1.5
"תל-אביב, חוף",20/02/2018 07:20,85,119,1.9
"תל-אביב, חוף",20/02/2018 07:30,86,124,2
"תל-אביב, חוף",20/02/2018 07:40,86,128,2.5
"תל-אביב, חוף",20/02/2018 07:50,86,121,2.6
"תל-אביב, חוף",20/02/2018 08:00,85,125,2.8
"תל-אביב, חוף",20/02/2018 08:10,84,122,2.5
"תל-אביב, חוף",20/02/2018 08:20,83,116,1.9
"תל-אביב, חוף",20/02/2018 08:30,83,119,2.3
"תל-אביב, חוף",20/02/2018 08:40,81,120,1.8
"תל-אביב, חוף",20/02/2018 08:50,79,121,2.2
"תל-אביב, חוף",20/02/2018 09:00,77,122,2.4
"תל-אביב, חוף",20/02/2018 09:10,75,119,2.5
"תל-אביב, חוף",20/02/2018 09:20,74,128,2.5
"תל-אביב, חוף",20/02/2018 09:30,73,123,2.5
"תל-אביב, חוף",20/02/2018 09:40,72,121,3.1
"תל-אביב, חוף",20/02/2018 09:50,71,117,2.9
"תל-אביב, חוף",20/02/2018 10:00,70,125,2.3
"תל-אביב, חוף",20/02/2018 10:10,69,124,1.8
"תל-אביב, חוף",20/02/2018 10:20,68,136,1.4
"תל-אביב, חוף",20/02/2018 10:30,67,144,1.5
"תל-אביב, חוף",20/02/2018 10:40,64,152,2.1
"תל-אביב, חוף",20/02/2018 10:50,59,136,1.6
"תל-אביב, חוף",20/02/2018 11:00,56,126,1.4
"תל-אביב, חוף",20/02/2018 11:10,55,159,0.7
"תל-אביב, חוף",20/02/2018 11:20,50,266,0.7
"תל-אביב, חוף",20/02/2018 11:30,51,257,2.2
"תל-אביב, חוף",20/02/2018 11:40,57,257,2.5
"תל-אביב, חוף",20/02/2018 11:50,61,268,2.9
"תל-אביב, חוף",20/02/2018 12:00,62,283,2.6
"תל-אביב, חוף",20/02/2018 12:10,61,293,2.6
"תל-אביב, חוף",20/02/2018 12:20,61,301,3.2
"תל-אביב, חוף",20/02/2018 12:30,59,305,3.3
"תל-אביב, חוף",20/02/2018 12:40,59,307,2.6
"תל-אביב, חוף",20/02/2018 12:50,58,313,2.6
"תל-אביב, חוף",20/02/2018 13:00,58,314,2.5
"תל-אביב, חוף",20/02/2018 13:10,58,300,2.7
"תל-אביב, חוף",20/02/2018 13:20,60,298,3.2
"תל-אביב, חוף",20/02/2018 13:30,62,295,3.4
"תל-אביב, חוף",20/02/2018 13:40,64,294,3.3
"תל-אביב, חוף",20/02/2018 13:50,62,300,3.8
"תל-אביב, חוף",20/02/2018 14:00,57,307,3.8
"תל-אביב, חוף",20/02/2018 14:10,55,311,3.6
"תל-אביב, חוף",20/02/2018 14:20,55,313,3.7
"תל-אביב, חוף",20/02/2018 14:30,55,318,3.3
"תל-אביב, חוף",20/02/2018 14:40,55,315,3.3
"תל-אביב, חוף",20/02/2018 14:50,53,316,3.2
"תל-אביב, חוף",20/02/2018 15:00,52,315,3.2
"תל-אביב, חוף",20/02/2018 15:10,53,313,3.5
"תל-אביב, חוף",20/02/2018 15:20,56,316,3.6
"תל-אביב, חוף",20/02/2018 15:30,55,320,3.8
"תל-אביב, חוף",20/02/2018 15:40,56,321,3.8
"תל-אביב, חוף",20/02/2018 15:50,60,319,4.5
"תל-אביב, חוף",20/02/2018 16:00,59,320,4.7
"תל-אביב, חוף",20/02/2018 16:10,61,318,4.3
"תל-אביב, חוף",20/02/2018 16:20,60,319,4.5
"תל-אביב, חוף",20/02/2018 16:30,60,330,4.6
"תל-אביב, חוף",20/02/2018 16:40,61,340,4.1
"תל-אביב, חוף",20/02/2018 16:50,64,344,4
"תל-אביב, חוף",20/02/2018 17:00,66,344,4
"תל-אביב, חוף",20/02/2018 17:10,63,354,3.9
"תל-אביב, חוף",20/02/2018 17:20,64,351,3.7
"תל-אביב, חוף",20/02/2018 17:30,61,346,3.5
"תל-אביב, חוף",20/02/2018 17:40,60,339,4
"תל-אביב, חוף",20/02/2018 17:50,61,335,4.7
"תל-אביב, חוף",20/02/2018 18:00,62,335,4.9
"תל-אביב, חוף",20/02/2018 18:10,64,334,4.8
"תל-אביב, חוף",20/02/2018 18:20,63,341,4.2
"תל-אביב, חוף",20/02/2018 18:30,63,336,4.8
"תל-אביב, חוף",20/02/2018 18:40,65,330,4.9
"תל-אביב, חוף",20/02/2018 18:50,66,331,5.3
"תל-אביב, חוף",20/02/2018 19:00,66,343,4.6
"תל-אביב, חוף",20/02/2018 19:10,66,346,4.2
"תל-אביב, חוף",20/02/2018 19:20,66,352,4.5
"תל-אביב, חוף",20/02/2018 19:30,68,359,4.3
"תל-אביב, חוף",20/02/2018 19:40,67,4,4.1
"תל-אביב, חוף",20/02/2018 19:50,66,8,3.5
"תל-אביב, חוף",20/02/2018 20:00,66,13,3.1
"תל-אביב, חוף",20/02/2018 20:10,64,9,3.1
"תל-אביב, חוף",20/02/2018 20:20,65,15,2.7
"תל-אביב, חוף",20/02/2018 20:30,64,10,2.1
"תל-אביב, חוף",20/02/2018 20:40,65,11,1.4
"תל-אביב, חוף",20/02/2018 20:50,65,52,1.6
"תל-אביב, חוף",20/02/2018 21:00,65,48,1.6
"תל-אביב, חוף",20/02/2018 21:10,66,49,1.3
"תל-אביב, חוף",20/02/2018 21:20,66,49,1.4
"תל-אביב, חוף",20/02/2018 21:30,66,49,1.4
"תל-אביב, חוף",20/02/2018 21:40,67,57,1.2
"תל-אביב, חוף",20/02/2018 21:50,67,66,1.2
"תל-אביב, חוף",20/02/2018 22:00,67,64,1.1
"תל-אביב, חוף",20/02/2018 22:10,67,83,0.9
"תל-אביב, חוף",20/02/2018 22:20,67,121,0.6
"תל-אביב, חוף",20/02/2018 22:30,66,119,1
"תל-אביב, חוף",20/02/2018 22:40,66,159,1
"תל-אביב, חוף",20/02/2018 22:50,67,146,1.1
"תל-אביב, חוף",20/02/2018 23:00,67,145,0.9
"תל-אביב, חוף",20/02/2018 23:10,67,127,0.8
"תל-אביב, חוף",20/02/2018 23:20,67,123,1.1
"תל-אביב, חוף",20/02/2018 23:30,67,122,1.2
"תל-אביב, חוף",20/02/2018 23:40,68,118,1
"תל-אביב, חוף",20/02/2018 23:50,68,129,1.1
"תל-אביב, חוף",21/02/2018 00:00,68,124,1.7
"תל-אביב, חוף",21/02/2018 00:10,69,121,1.8
"תל-אביב, חוף",21/02/2018 00:20,70,119,1.2
"תל-אביב, חוף",21/02/2018 00:30,71,119,1.3
"תל-אביב, חוף",21/02/2018 00:40,71,121,1.4
"תל-אביב, חוף",21/02/2018 00:50,72,122,1.7
"תל-אביב, חוף",21/02/2018 01:00,72,125,1.9
"תל-אביב, חוף",21/02/2018 01:10,73,128,1.7
"תל-אביב, חוף",21/02/2018 01:20,73,123,1.8
"תל-אביב, חוף",21/02/2018 01:30,73,122,2
"תל-אביב, חוף",21/02/2018 01:40,73,125,1.8
"תל-אביב, חוף",21/02/2018 01:50,74,123,1.8
"תל-אביב, חוף",21/02/2018 02:00,74,122,1.7
"תל-אביב, חוף",21/02/2018 02:10,75,120,1.8
"תל-אביב, חוף",21/02/2018 02:20,75,126,2
"תל-אביב, חוף",21/02/2018 02:30,75,119,2.4
"תל-אביב, חוף",21/02/2018 02:40,76,123,2
"תל-אביב, חוף",21/02/2018 02:50,76,126,2.4
"תל-אביב, חוף",21/02/2018 03:00,77,123,2.5
"תל-אביב, חוף",21/02/2018 03:10,77,120,2.5
"תל-אביב, חוף",21/02/2018 03:20,77,124,2.8
"תל-אביב, חוף",21/02/2018 03:30,78,125,2.6
"תל-אביב, חוף",21/02/2018 03:40,78,122,2.9
"תל-אביב, חוף",21/02/2018 03:50,78,118,2.3
"תל-אביב, חוף",21/02/2018 04:00,79,119,2.5
"תל-אביב, חוף",21/02/2018 04:10,79,122,2.6
"תל-אביב, חוף",21/02/2018 04:20,79,123,2.4
"תל-אביב, חוף",21/02/2018 04:30,79,124,2.7
"תל-אביב, חוף",21/02/2018 04:40,79,123,2.6
"תל-אביב, חוף",21/02/2018 04:50,79,125,2.8
"תל-אביב, חוף",21/02/2018 05:00,79,122,3.4
"תל-אביב, חוף",21/02/2018 05:10,78,121,3.2
"תל-אביב, חוף",21/02/2018 05:20,78,119,3.3
"תל-אביב, חוף",21/02/2018 05:30,79,121,4
"תל-אביב, חוף",21/02/2018 05:40,78,122,3.8
"תל-אביב, חוף",21/02/2018 05:50,78,121,3.4
"תל-אביב, חוף",21/02/2018 06:00,77,120,3.3
"תל-אביב, חוף",21/02/2018 06:10,77,114,3
"תל-אביב, חוף",21/02/2018 06:20,76,116,3.1
"תל-אביב, חוף",21/02/2018 06:30,75,121,3.2
"תל-אביב, חוף",21/02/2018 06:40,74,120,3.5
"תל-אביב, חוף",21/02/2018 06:50,73,118,3.9
"תל-אביב, חוף",21/02/2018 07:00,73,119,4.1
"תל-אביב, חוף",21/02/2018 07:10,72,117,3.6
"תל-אביב, חוף",21/02/2018 07:20,72,120,4
"תל-אביב, חוף",21/02/2018 07:30,71,121,3.9
"תל-אביב, חוף",21/02/2018 07:40,71,120,3.5
"תל-אביב, חוף",21/02/2018 07:50,70,114,3.2
"תל-אביב, חוף",21/02/2018 08:00,70,117,3.4
"תל-אביב, חוף",21/02/2018 08:10,69,116,3.3
"תל-אביב, חוף",21/02/2018 08:20,67,118,3.5
"תל-אביב, חוף",21/02/2018 08:30,66,119,3.4
"תל-אביב, חוף",21/02/2018 08:40,63,112,3.1
"תל-אביב, חוף",21/02/2018 08:50,60,118,3.3
"תל-אביב, חוף",21/02/2018 09:00,58,117,3.3
"תל-אביב, חוף",21/02/2018 09:10,56,119,3.1
"תל-אביב, חוף",21/02/2018 09:20,55,127,2.9
"תל-אביב, חוף",21/02/2018 09:30,55,122,3.3
"תל-אביב, חוף",21/02/2018 09:40,55,130,2.7
"תל-אביב, חוף",21/02/2018 09:50,56,121,2.4
"תל-אביב, חוף",21/02/2018 10:00,57,115,2.3
"תל-אביב, חוף",21/02/2018 10:10,56,114,2.1
"תל-אביב, חוף",21/02/2018 10:20,55,117,1.8
"תל-אביב, חוף",21/02/2018 10:30,56,103,1.7
